"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5215","Login exitoso","","2026-07-29","passed","2026-07-29","","Login","",""
"","12403","Cierre sesion exitoso","","2026-07-29","failed","2026-07-29","","Cerrar Sesion","",""
