"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8577","Cierre sesion exitoso","Cerrar Sesion","2026-08-27","passed","2026-08-27","","","",""
"","3933","Login exitoso","Login","2026-08-27","passed","2026-08-27","","","",""
