"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11740","Login exitoso","Login","2026-07-29","failed","2026-07-29","","","",""
"","10809","Cierre sesion exitoso","Cerrar Sesion","2026-07-29","failed","2026-07-29","","","",""
