"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4841","Login exitoso","Login","2026-07-29","passed","2026-07-29","","","",""
"","10058","Cierre sesion exitoso","Cerrar Sesion","2026-07-29","passed","2026-07-29","","","",""
